label,file,fps,frame_count,duration_sec,width,height,file_size_mb
B,B_79.mp4,30.0,152,5.066666666666666,512,512,1.134
B,B_8.mp4,30.0,152,5.066666666666666,512,512,0.51
B,B_81.mp4,30.0,151,5.033333333333333,512,512,1.2
B,B_82.mp4,30.0,151,5.033333333333333,512,512,0.421
B,B_83.mp4,30.0,151,5.033333333333333,512,512,0.437
B,B_84.mp4,30.0,151,5.033333333333333,512,512,0.871
B,B_85.mp4,30.0,152,5.066666666666666,512,512,1.284
B,B_87.mp4,30.0,151,5.033333333333333,512,512,0.457
B,B_88.mp4,30.0,151,5.033333333333333,512,512,0.681
B,B_89.mp4,14.985014985014985,100,6.673333333333334,1280,720,3.429
B,B_91.mp4,30.0,151,5.033333333333333,512,512,0.442
B,B_95.mp4,30.0,151,5.033333333333333,512,512,1.105
B,B_96.mp4,30.0,153,5.1,512,512,1.236
B,B_97.mp4,30.0,151,5.033333333333333,512,512,0.694
B,B_98.mp4,30.0,151,5.033333333333333,512,512,0.715
B,B_99.mp4,30.0,152,5.066666666666666,512,512,0.773
C,C_12.mp4,30.0,152,5.066666666666666,512,512,0.803
C,C_31.mp4,30.0,152,5.066666666666666,512,512,0.892
C,C_5.mp4,30.0,152,5.066666666666666,512,512,0.958
C,C_62.mp4,30.0,152,5.066666666666666,512,512,0.892
C,C_68.mp4,30.0,152,5.066666666666666,512,512,0.826
C,C_77.mp4,30.0,152,5.066666666666666,512,512,0.822
C,C_81.mp4,30.0,152,5.066666666666666,512,512,0.787
D,D_100.mp4,30.0,151,5.033333333333333,512,512,0.735
D,D_11.mp4,14.916666666666666,86,5.765363128491621,1280,720,2.997
D,D_12.mp4,30.0,153,5.1,512,512,0.879
D,D_15.mp4,30.0,152,5.066666666666666,512,512,0.581
D,D_16.mp4,30.0,152,5.066666666666666,512,512,0.875
D,D_19.mp4,30.0,153,5.1,512,512,0.723
D,D_20.mp4,30.0,151,5.033333333333333,512,512,0.709
D,D_22.mp4,14.985014985014985,79,5.271933333333333,1280,720,2.765
D,D_23.mp4,30.0,152,5.066666666666666,512,512,0.554
D,D_28.mp4,30.0,152,5.066666666666666,512,512,0.579
D,D_32.mp4,30.0,154,5.133333333333334,512,512,0.978
D,D_33.mp4,30.0,152,5.066666666666666,512,512,0.581
D,D_38.mp4,30.0,153,5.1,512,512,0.731
D,D_41.mp4,30.0,151,5.033333333333333,512,512,0.72
D,D_43.mp4,30.0,152,5.066666666666666,512,512,0.585
D,D_45.mp4,14.916666666666666,81,5.430167597765363,1280,720,2.808
D,D_46.mp4,30.0,152,5.066666666666666,512,512,0.518
D,D_47.mp4,30.0,152,5.066666666666666,512,512,0.727
D,D_49.mp4,30.0,151,5.033333333333333,512,512,0.717
D,D_51.mp4,30.0,152,5.066666666666666,512,512,0.742
D,D_58.mp4,30.0,154,5.133333333333334,512,512,1.265
D,D_59.mp4,30.0,151,5.033333333333333,512,512,0.732
D,D_60.mp4,30.0,151,5.033333333333333,512,512,0.709
D,D_61.mp4,30.0,152,5.066666666666666,512,512,0.892
D,D_63.mp4,30.0,152,5.066666666666666,512,512,0.777
D,D_64.mp4,30.0,152,5.066666666666666,512,512,0.575
D,D_69.mp4,30.0,152,5.066666666666666,512,512,0.937
D,D_7.mp4,30.0,152,5.066666666666666,512,512,0.554
D,D_71.mp4,30.0,151,5.033333333333333,512,512,0.741
D,D_74.mp4,30.0,152,5.066666666666666,512,512,0.518
D,D_76.mp4,30.0,152,5.066666666666666,512,512,0.585
D,D_77.mp4,14.916666666666666,89,5.966480446927375,1280,720,3.089
D,D_80.mp4,30.0,152,5.066666666666666,512,512,0.575
D,D_82.mp4,30.0,154,5.133333333333334,512,512,1.282
D,D_83.mp4,30.0,152,5.066666666666666,512,512,0.579
D,D_91.mp4,30.0,153,5.1,512,512,1.25
D,D_94.mp4,30.0,155,5.166666666666667,512,512,0.892
D,D_95.mp4,30.0,151,5.033333333333333,512,512,0.704
D,D_97.mp4,30.0,152,5.066666666666666,512,512,0.89
E,E_102.mp4,30.0,151,5.033333333333333,512,512,0.423
E,E_26.mp4,30.0,151,5.033333333333333,512,512,0.422
E,E_34.mp4,30.0,151,5.033333333333333,512,512,0.822
E,E_44.mp4,30.0,152,5.066666666666666,512,512,0.452
E,E_53.mp4,30.0,152,5.066666666666666,512,512,0.731
E,E_66.mp4,30.0,152,5.066666666666666,512,512,0.502
E,E_7.mp4,30.0,152,5.066666666666666,512,512,0.88
E,E_72.mp4,30.0,152,5.066666666666666,512,512,0.543
E,E_73.mp4,30.0,151,5.033333333333333,512,512,0.408
E,E_88.mp4,30.0,152,5.066666666666666,512,512,0.452
G,G_11.mp4,30.0,151,5.033333333333333,512,512,0.818
G,G_12.mp4,30.0,152,5.066666666666666,512,512,0.789
G,G_13.mp4,30.0,152,5.066666666666666,512,512,0.964
G,G_14.mp4,30.0,151,5.033333333333333,512,512,0.828
G,G_15.mp4,30.0,153,5.1,512,512,0.462
G,G_16.mp4,30.0,152,5.066666666666666,512,512,0.773
G,G_21.mp4,30.0,152,5.066666666666666,512,512,0.496
G,G_22.mp4,30.0,152,5.066666666666666,512,512,0.843
G,G_24.mp4,30.0,152,5.066666666666666,512,512,0.946
G,G_25.mp4,30.0,152,5.066666666666666,512,512,1.007
G,G_28.mp4,30.0,152,5.066666666666666,512,512,0.939
G,G_30.mp4,30.0,152,5.066666666666666,512,512,0.473
G,G_31.mp4,30.0,152,5.066666666666666,512,512,0.771
G,G_32.mp4,30.0,151,5.033333333333333,512,512,0.413
G,G_35.mp4,30.0,151,5.033333333333333,512,512,0.781
G,G_36.mp4,30.0,151,5.033333333333333,512,512,0.927
G,G_40.mp4,30.0,152,5.066666666666666,512,512,0.496
G,G_42.mp4,30.0,152,5.066666666666666,512,512,0.481
G,G_43.mp4,30.0,152,5.066666666666666,512,512,0.749
G,G_44.mp4,30.0,152,5.066666666666666,512,512,0.765
G,G_46.mp4,30.0,152,5.066666666666666,512,512,0.546
G,G_48.mp4,30.0,151,5.033333333333333,512,512,0.784
G,G_50.mp4,30.0,152,5.066666666666666,512,512,0.507
G,G_54.mp4,30.0,151,5.033333333333333,512,512,0.716
G,G_55.mp4,30.0,152,5.066666666666666,512,512,0.941
G,G_57.mp4,30.0,151,5.033333333333333,512,512,0.753
G,G_6.mp4,30.0,152,5.066666666666666,512,512,0.504
G,G_63.mp4,30.0,151,5.033333333333333,512,512,0.802
G,G_64.mp4,30.0,152,5.066666666666666,512,512,0.539
G,G_65.mp4,30.0,152,5.066666666666666,512,512,0.507
G,G_66.mp4,30.0,153,5.1,512,512,0.462
G,G_69.mp4,30.0,152,5.066666666666666,512,512,0.539
G,G_7.mp4,14.916666666666666,91,6.100558659217877,1280,720,3.128
G,G_72.mp4,14.985014985014985,81,5.4054,1280,720,2.834
G,G_76.mp4,30.0,151,5.033333333333333,512,512,0.782
G,G_8.mp4,30.0,152,5.066666666666666,512,512,1.079
G,G_81.mp4,30.0,152,5.066666666666666,512,512,0.863
G,G_82.mp4,30.0,152,5.066666666666666,512,512,0.546
G,G_83.mp4,30.0,152,5.066666666666666,512,512,0.481
G,G_85.mp4,30.0,152,5.066666666666666,512,512,0.752
G,G_86.mp4,30.0,152,5.066666666666666,512,512,0.473
G,G_92.mp4,30.0,152,5.066666666666666,512,512,0.514
G,G_93.mp4,30.0,152,5.066666666666666,512,512,0.514
G,G_94.mp4,30.0,152,5.066666666666666,512,512,0.504
G,G_97.mp4,30.0,152,5.066666666666666,512,512,0.772
H,H_42.mp4,30.0,152,5.066666666666666,512,512,0.468
H,H_7.mp4,30.0,151,5.033333333333333,512,512,0.796
H,H_84.mp4,30.0,151,5.033333333333333,512,512,0.421
H,H_94.mp4,30.0,151,5.033333333333333,512,512,0.787
I,I_10.mp4,30.0,152,5.066666666666666,512,512,0.821
I,I_100.mp4,30.0,152,5.066666666666666,512,512,0.383
I,I_11.mp4,30.0,152,5.066666666666666,512,512,0.44
I,I_13.mp4,30.0,151,5.033333333333333,512,512,0.632
I,I_15.mp4,30.0,151,5.033333333333333,512,512,0.744
I,I_16.mp4,30.0,152,5.066666666666666,512,512,0.428
I,I_18.mp4,30.0,152,5.066666666666666,512,512,0.856
I,I_19.mp4,30.0,152,5.066666666666666,512,512,0.387
I,I_2.mp4,30.0,151,5.033333333333333,512,512,0.61
I,I_21.mp4,30.0,152,5.066666666666666,512,512,0.897
I,I_26.mp4,30.0,153,5.1,512,512,0.863
I,I_27.mp4,30.0,152,5.066666666666666,512,512,0.39
I,I_28.mp4,30.0,152,5.066666666666666,512,512,0.807
I,I_29.mp4,30.0,153,5.1,512,512,0.406
I,I_3.mp4,30.0,152,5.066666666666666,512,512,0.91
I,I_33.mp4,30.0,153,5.1,512,512,0.418
I,I_35.mp4,30.0,152,5.066666666666666,512,512,0.39
I,I_36.mp4,30.0,152,5.066666666666666,512,512,0.434
I,I_37.mp4,30.0,152,5.066666666666666,512,512,0.434
I,I_4.mp4,30.0,151,5.033333333333333,512,512,0.663
I,I_44.mp4,30.0,152,5.066666666666666,512,512,0.374
I,I_46.mp4,30.0,152,5.066666666666666,512,512,0.434
I,I_49.mp4,30.0,151,5.033333333333333,512,512,0.542
I,I_5.mp4,30.0,152,5.066666666666666,512,512,0.814
I,I_50.mp4,30.0,151,5.033333333333333,512,512,0.613
I,I_51.mp4,30.0,152,5.066666666666666,512,512,0.797
I,I_52.mp4,30.0,151,5.033333333333333,512,512,0.623
I,I_53.mp4,30.0,151,5.033333333333333,512,512,0.462
I,I_55.mp4,30.0,151,5.033333333333333,512,512,0.603
I,I_57.mp4,30.0,152,5.066666666666666,512,512,0.44
I,I_6.mp4,30.0,151,5.033333333333333,512,512,0.663
I,I_60.mp4,30.0,151,5.033333333333333,512,512,0.638
I,I_65.mp4,30.0,152,5.066666666666666,512,512,0.818
I,I_67.mp4,30.0,152,5.066666666666666,512,512,0.374
I,I_69.mp4,30.0,153,5.1,512,512,0.878
I,I_70.mp4,30.0,152,5.066666666666666,512,512,0.906
I,I_72.mp4,30.0,152,5.066666666666666,512,512,0.798
I,I_73.mp4,30.0,152,5.066666666666666,512,512,0.387
I,I_74.mp4,30.0,152,5.066666666666666,512,512,0.476
I,I_75.mp4,30.0,151,5.033333333333333,512,512,0.612
I,I_76.mp4,30.0,152,5.066666666666666,512,512,0.428
I,I_77.mp4,30.0,152,5.066666666666666,512,512,0.437
I,I_8.mp4,30.0,151,5.033333333333333,512,512,0.644
I,I_82.mp4,30.0,152,5.066666666666666,512,512,0.381
I,I_83.mp4,30.0,151,5.033333333333333,512,512,0.597
I,I_85.mp4,30.0,151,5.033333333333333,512,512,0.591
I,I_86.mp4,30.0,152,5.066666666666666,512,512,0.381
I,I_87.mp4,30.0,153,5.1,512,512,0.406
I,I_88.mp4,30.0,152,5.066666666666666,512,512,0.476
I,I_89.mp4,30.0,151,5.033333333333333,512,512,0.639
I,I_91.mp4,30.0,152,5.066666666666666,512,512,0.408
I,I_93.mp4,30.0,152,5.066666666666666,512,512,0.437
I,I_94.mp4,30.0,152,5.066666666666666,512,512,0.383
I,I_95.mp4,30.0,152,5.066666666666666,512,512,0.834
I,I_96.mp4,30.0,152,5.066666666666666,512,512,0.434
I,I_97.mp4,30.0,152,5.066666666666666,512,512,0.582
I,I_98.mp4,30.0,152,5.066666666666666,512,512,0.62
I,I_99.mp4,30.0,152,5.066666666666666,512,512,0.408
J,J_1.mp4,30.0,152,5.066666666666666,512,512,0.941
J,J_10.mp4,30.0,152,5.066666666666666,512,512,0.518
J,J_11.mp4,30.0,152,5.066666666666666,512,512,0.474
J,J_12.mp4,30.0,151,5.033333333333333,512,512,0.485
J,J_14.mp4,30.0,152,5.066666666666666,512,512,0.958
J,J_15.mp4,30.0,151,5.033333333333333,512,512,0.645
J,J_16.mp4,30.0,152,5.066666666666666,512,512,0.949
J,J_18.mp4,30.0,152,5.066666666666666,512,512,0.604
J,J_2.mp4,30.0,152,5.066666666666666,512,512,0.471
J,J_27.mp4,30.0,152,5.066666666666666,512,512,0.525
J,J_3.mp4,30.0,152,5.066666666666666,512,512,0.936
J,J_30.mp4,30.0,152,5.066666666666666,512,512,0.486
J,J_33.mp4,30.0,151,5.033333333333333,512,512,0.485
J,J_34.mp4,30.0,152,5.066666666666666,512,512,0.913
J,J_35.mp4,30.0,152,5.066666666666666,512,512,0.849
J,J_36.mp4,30.0,152,5.066666666666666,512,512,0.503
J,J_38.mp4,30.0,152,5.066666666666666,512,512,0.494
J,J_40.mp4,30.0,152,5.066666666666666,512,512,0.529
J,J_41.mp4,30.0,152,5.066666666666666,512,512,0.529
J,J_43.mp4,30.0,152,5.066666666666666,512,512,0.494
J,J_47.mp4,30.0,152,5.066666666666666,512,512,0.474
J,J_5.mp4,30.0,152,5.066666666666666,512,512,0.647
J,J_50.mp4,30.0,152,5.066666666666666,512,512,0.951
J,J_54.mp4,30.0,152,5.066666666666666,512,512,0.521
J,J_55.mp4,30.0,152,5.066666666666666,512,512,0.946
J,J_61.mp4,30.0,152,5.066666666666666,512,512,0.963
J,J_66.mp4,30.0,152,5.066666666666666,512,512,0.521
J,J_73.mp4,30.0,152,5.066666666666666,512,512,0.503
J,J_74.mp4,30.0,152,5.066666666666666,512,512,0.954
J,J_75.mp4,30.0,152,5.066666666666666,512,512,0.941
J,J_77.mp4,30.0,152,5.066666666666666,512,512,0.486
J,J_8.mp4,30.0,152,5.066666666666666,512,512,0.518
J,J_80.mp4,30.0,152,5.066666666666666,512,512,0.471
J,J_81.mp4,30.0,152,5.066666666666666,512,512,0.958
J,J_90.mp4,30.0,152,5.066666666666666,512,512,0.851
J,J_92.mp4,30.0,152,5.066666666666666,512,512,0.661
J,J_97.mp4,30.0,151,5.033333333333333,512,512,0.67
K,K_1.mp4,14.985014985014985,81,5.4054,1280,720,2.798
K,K_104.mp4,30.0,152,5.066666666666666,512,512,0.904
K,K_106.mp4,30.0,152,5.066666666666666,512,512,0.519
K,K_107.mp4,30.0,151,5.033333333333333,512,512,0.816
K,K_110.mp4,30.0,152,5.066666666666666,512,512,0.532
K,K_17.mp4,30.0,152,5.066666666666666,512,512,0.571
K,K_18.mp4,30.0,152,5.066666666666666,512,512,0.902
K,K_22.mp4,30.0,152,5.066666666666666,512,512,0.519
K,K_24.mp4,30.0,151,5.033333333333333,512,512,0.815
K,K_28.mp4,30.0,152,5.066666666666666,512,512,0.454
K,K_30.mp4,30.0,152,5.066666666666666,512,512,0.79
K,K_33.mp4,30.0,152,5.066666666666666,512,512,0.532
K,K_35.mp4,30.0,152,5.066666666666666,512,512,0.571
K,K_36.mp4,30.0,152,5.066666666666666,512,512,0.896
K,K_39.mp4,30.0,152,5.066666666666666,512,512,0.454
K,K_40.mp4,30.0,153,5.1,512,512,0.637
K,K_41.mp4,30.0,152,5.066666666666666,512,512,0.991
K,K_42.mp4,30.0,152,5.066666666666666,512,512,0.995
K,K_43.mp4,14.916666666666666,76,5.094972067039106,1280,720,2.626
K,K_44.mp4,30.0,153,5.1,512,512,0.637
K,K_46.mp4,30.0,152,5.066666666666666,512,512,0.571
K,K_48.mp4,30.0,153,5.1,512,512,0.891
K,K_49.mp4,30.0,152,5.066666666666666,512,512,0.627
K,K_57.mp4,30.0,152,5.066666666666666,512,512,0.873
K,K_58.mp4,30.0,152,5.066666666666666,512,512,0.532
K,K_60.mp4,30.0,152,5.066666666666666,512,512,0.878
K,K_62.mp4,30.0,152,5.066666666666666,512,512,0.783
K,K_65.mp4,30.0,152,5.066666666666666,512,512,0.771
K,K_67.mp4,30.0,151,5.033333333333333,512,512,0.769
K,K_68.mp4,30.0,151,5.033333333333333,512,512,0.869
K,K_73.mp4,30.0,151,5.033333333333333,512,512,0.447
K,K_74.mp4,30.0,152,5.066666666666666,512,512,0.627
K,K_78.mp4,30.0,151,5.033333333333333,512,512,0.811
K,K_81.mp4,30.0,152,5.066666666666666,512,512,0.532
K,K_82.mp4,30.0,152,5.066666666666666,512,512,0.519
K,K_83.mp4,30.0,152,5.066666666666666,512,512,0.454
K,K_85.mp4,30.0,152,5.066666666666666,512,512,0.912
K,K_92.mp4,30.0,153,5.1,512,512,0.637
L,L_100.mp4,30.0,152,5.066666666666666,512,512,0.687
L,L_12.mp4,30.0,152,5.066666666666666,512,512,0.988
L,L_13.mp4,30.0,152,5.066666666666666,512,512,0.888
L,L_14.mp4,30.0,152,5.066666666666666,512,512,0.597
L,L_16.mp4,30.0,152,5.066666666666666,512,512,0.594
L,L_17.mp4,30.0,151,5.033333333333333,512,512,0.612
L,L_2.mp4,30.0,152,5.066666666666666,512,512,0.664
L,L_20.mp4,30.0,153,5.1,512,512,0.679
L,L_22.mp4,30.0,152,5.066666666666666,512,512,0.615
L,L_23.mp4,30.0,152,5.066666666666666,512,512,0.957
L,L_24.mp4,30.0,152,5.066666666666666,512,512,0.687
L,L_29.mp4,30.0,152,5.066666666666666,512,512,0.594
L,L_31.mp4,30.0,152,5.066666666666666,512,512,0.612
L,L_32.mp4,30.0,152,5.066666666666666,512,512,0.957
L,L_33.mp4,30.0,152,5.066666666666666,512,512,0.545
L,L_34.mp4,30.0,151,5.033333333333333,512,512,0.646
L,L_35.mp4,30.0,151,5.033333333333333,512,512,0.666
L,L_38.mp4,30.0,152,5.066666666666666,512,512,0.597
L,L_4.mp4,30.0,151,5.033333333333333,512,512,0.607
L,L_40.mp4,30.0,152,5.066666666666666,512,512,0.944
L,L_41.mp4,30.0,152,5.066666666666666,512,512,0.597
L,L_43.mp4,30.0,152,5.066666666666666,512,512,0.981
L,L_44.mp4,30.0,151,5.033333333333333,512,512,0.684
L,L_46.mp4,30.0,152,5.066666666666666,512,512,0.609
L,L_47.mp4,30.0,152,5.066666666666666,512,512,0.571
L,L_49.mp4,30.0,152,5.066666666666666,512,512,0.664
L,L_5.mp4,30.0,152,5.066666666666666,512,512,0.609
L,L_51.mp4,30.0,152,5.066666666666666,512,512,0.602
L,L_53.mp4,30.0,152,5.066666666666666,512,512,0.941
L,L_54.mp4,30.0,152,5.066666666666666,512,512,0.612
L,L_57.mp4,30.0,152,5.066666666666666,512,512,0.615
L,L_58.mp4,30.0,152,5.066666666666666,512,512,0.574
L,L_60.mp4,30.0,152,5.066666666666666,512,512,0.545
L,L_63.mp4,30.0,152,5.066666666666666,512,512,0.664
L,L_67.mp4,30.0,151,5.033333333333333,512,512,0.403
L,L_70.mp4,30.0,151,5.033333333333333,512,512,0.678
L,L_75.mp4,30.0,152,5.066666666666666,512,512,0.574
L,L_8.mp4,30.0,152,5.066666666666666,512,512,0.874
L,L_81.mp4,30.0,152,5.066666666666666,512,512,0.595
L,L_82.mp4,30.0,152,5.066666666666666,512,512,0.571
L,L_87.mp4,30.0,152,5.066666666666666,512,512,0.94
L,L_88.mp4,30.0,152,5.066666666666666,512,512,0.602
L,L_89.mp4,30.0,152,5.066666666666666,512,512,0.597
L,L_90.mp4,30.0,152,5.066666666666666,512,512,0.941
L,L_93.mp4,30.0,152,5.066666666666666,512,512,0.673
L,L_95.mp4,30.0,151,5.033333333333333,512,512,0.419
L,L_98.mp4,30.0,152,5.066666666666666,512,512,0.956
L,L_99.mp4,30.0,151,5.033333333333333,512,512,0.607
M,M (26).mp4,30.0,159,5.3,1280,720,5.136
M,M (49).mp4,30.0,160,5.333333333333333,1280,720,5.504
M,M (62).mp4,30.0,156,5.2,1280,720,5.048
P,P_1.mp4,30.0,153,5.1,512,512,0.482
P,P_10.mp4,30.0,152,5.066666666666666,512,512,0.469
P,P_100.mp4,30.0,152,5.066666666666666,512,512,0.506
P,P_13.mp4,30.0,153,5.1,512,512,0.482
P,P_15.mp4,30.0,152,5.066666666666666,512,512,0.475
P,P_19.mp4,30.0,152,5.066666666666666,512,512,0.466
P,P_2.mp4,30.0,151,5.033333333333333,512,512,0.674
P,P_20.mp4,30.0,152,5.066666666666666,512,512,0.401
P,P_22.mp4,30.0,152,5.066666666666666,512,512,0.466
P,P_23.mp4,30.0,152,5.066666666666666,512,512,0.495
P,P_33.mp4,30.0,151,5.033333333333333,512,512,0.684
P,P_35.mp4,30.0,151,5.033333333333333,512,512,0.666
P,P_38.mp4,30.0,152,5.066666666666666,512,512,0.485
P,P_39.mp4,30.0,152,5.066666666666666,512,512,0.401
P,P_42.mp4,30.0,152,5.066666666666666,512,512,0.434
P,P_46.mp4,30.0,152,5.066666666666666,512,512,0.408
P,P_5.mp4,30.0,151,5.033333333333333,512,512,0.738
P,P_56.mp4,30.0,152,5.066666666666666,512,512,0.456
P,P_57.mp4,30.0,151,5.033333333333333,512,512,0.684
P,P_58.mp4,30.0,152,5.066666666666666,512,512,0.471
P,P_59.mp4,30.0,152,5.066666666666666,512,512,0.475
P,P_60.mp4,30.0,152,5.066666666666666,512,512,0.495
P,P_65.mp4,30.0,152,5.066666666666666,512,512,0.684
P,P_67.mp4,30.0,152,5.066666666666666,512,512,0.481
P,P_68.mp4,30.0,152,5.066666666666666,512,512,0.485
P,P_7.mp4,30.0,152,5.066666666666666,512,512,0.434
P,P_70.mp4,30.0,152,5.066666666666666,512,512,0.506
P,P_76.mp4,30.0,152,5.066666666666666,512,512,0.469
P,P_81.mp4,30.0,151,5.033333333333333,512,512,0.778
P,P_85.mp4,30.0,152,5.066666666666666,512,512,0.481
P,P_92.mp4,30.0,151,5.033333333333333,512,512,0.688
P,P_95.mp4,30.0,151,5.033333333333333,512,512,0.431
P,P_98.mp4,30.0,151,5.033333333333333,512,512,0.639
P,P_99.mp4,30.0,152,5.066666666666666,512,512,0.408
Q,Q_11.mp4,30.0,151,5.033333333333333,512,512,0.678
Q,Q_12.mp4,30.0,152,5.066666666666666,512,512,1.05
Q,Q_18.mp4,30.0,152,5.066666666666666,512,512,1.015
Q,Q_19.mp4,30.0,152,5.066666666666666,512,512,0.447
Q,Q_2.mp4,30.0,152,5.066666666666666,512,512,0.764
Q,Q_20.mp4,30.0,151,5.033333333333333,512,512,0.713
Q,Q_21.mp4,30.0,151,5.033333333333333,512,512,0.895
Q,Q_25.mp4,30.0,152,5.066666666666666,512,512,0.925
Q,Q_30.mp4,30.0,151,5.033333333333333,512,512,1.004
Q,Q_33.mp4,30.0,152,5.066666666666666,512,512,0.616
Q,Q_34.mp4,30.0,152,5.066666666666666,512,512,0.533
Q,Q_36.mp4,30.0,152,5.066666666666666,512,512,0.559
Q,Q_37.mp4,30.0,152,5.066666666666666,512,512,0.531
Q,Q_39.mp4,30.0,152,5.066666666666666,512,512,0.493
Q,Q_40.mp4,30.0,152,5.066666666666666,512,512,0.445
Q,Q_43.mp4,30.0,152,5.066666666666666,512,512,0.498
Q,Q_44.mp4,30.0,152,5.066666666666666,512,512,1.014
Q,Q_48.mp4,30.0,151,5.033333333333333,512,512,0.651
